Glaze name,Cone,Color,Testing,Surface,Firing,Transparency,Recipe1,Recipe2,Recipe3,Recipe4,Recipe5,Recipe6,Recipe7,Recipe8,Recipe9,Recipe10,Recipe11,Recipe12,Recipe13,Recipe14
IE 9,6,"very pale off white-tan, orange",,semi matt/ matt,,,Nepheline syenite	33.33,Wollastonite	22.22,Ball clay	22.22,Gerstley borate	10.00,Barium carbonate	8.89,Zinc oxide	0.56,Lithium carbonate	2.78,Zirconium silicate	11.11,Copper carbonate	2.22,,,,,
IE Black,6,black / brown,,"shiny, glossy",,,Whiting	17.00,Nepheline syenite	34.00,Kaolin	8.00,Silica	41.00,Iron oxide	13.00,,,,,,,,,
IE Red,6,"pale yellow, green yellow",Untested,Semi matt,Oxidation,,Potash feldspar	55.57,Whiting	24.44,Zinc oxide	4.44,Kaolin	11.11,Silica	4.44,Iron Oxide	3.33,Rutile	3.33,,,,,,,
IE105H,6,duck egg blue,,Semi matt,,,Nepheline syenite	60.00,Barium carbonate	24.00,Lithium carbonate	5.00,Kaolin	6.00,Silica	5.00,Cobalt carbonate	0.25,Tin oxide	8.00,,,,,,,
IE170,6,white,,semi matt,,,Nepheline syenite	33.90,Dolomite	16.95,Bone ash	5.08,Zinc oxide	3.39,Kaolin	8.47,Silica	19.49,Whiting	4.24,Zirconium silicate	8.47,,,,,,
IE27A/H,6,"very pale, warm green w/pink flecks",Untested,?,Ox. or Red.,,Nepheline syenite	67.00,Dolomite	10.00,Kaolin	8.00,Silica	9.00,Zinc oxide	6.00,Iron Oxide	2.00,Copper carbonate	1.50,,,,,,,
IE27A/I,6,medium tan,Untested,shiny,Ox. or Red.,,Nepheline syenite	67.00,Dolomite	10.00,Kaolin	8.00,Silica	9.00,Zinc oxide	6.00,Iron Oxide	2.00,Chrome Oxide	1.00,,,,,,,
IE27A/O,6,medium blue w/ pink flecks,,,,,Nepheline syenite	67.00,Dolomite	10.00,Kaolin	8.00,Silica	9.00,Zinc oxide	6.00,Copper carbonate	1.50,Cobalt oxide	0.25,,,,,,,
IE3,6,variable (see comments),Untested,semi-matt,Ox. or Red.,,Potash feldspar	38.72,Whiting	29.04,Barium carbonate	13.55,Kaolin	11.62,Ball clay	4.84,Zinc oxide	0.29,Lithium carbonate	1.94,Zirconium silicate	8.71,,,,,,
IE30K,6,pink,Untested,"dry, matte",Ox. or Red.,,Barium carbonate	37.50,Nepheline syenite	58.33,Ball clay	4.17,Blythe Red Glaze Stain	10.42,,,,,,,,,,
IE4C,6,pale yellow,,shiny,,,Nepheline syenite	29.70,Silica	29.70,Barium carbonate	17.82,Gerstley borate	9.90,Ball clay	5.94,Whiting	3.96,Zinc oxide	0.50,Lithium carbonate	2.48,Praseodymium oxide	9.90,Zirconium silicate	8.91,,,,
IE81,6,"tan/brown with blue flecks, som",,Satin matt,Oxidation,Opaque,Nepheline syenite	26.00,Barium carbonate	41.70,Lithium carbonate	3.10,Zinc oxide	12.50,Silica	16.70,Bentonite	4.20,,,,,,,,
Indian Red,6,brown,Untested,"Shiny, glossy",Oxidation,,Potash feldspar	40.00,Zinc oxide	4.00,Dolomite	3.00,Whiting	15.00,Kaolin	5.00,Silica	33.00,Chrome Oxide	0.50,Iron Oxide	4.00,,,,,,
Indian Red 2nd Edition,6,iron red brown,Untested,,ox. or red.,,Potash feldspar	40.00,Zinc oxide	4.00,Dolomite	3.00,Whiting	15.00,China clay	5.00,Silica	33.00,chrome oxide	0.50,Red iron oxide	4.00,,,,,,
Indian Red 2nd Edition,6,iron red brown,,,Oxidation,Opaque,Potash feldspar	40.00,Zinc oxide	4.00,Dolomite	3.00,Whiting	15.00,China clay	5.00,Silica	33.00,chrome oxide	0.50,Red iron oxide	4.00,,,,,,
Iron Red,6,iron red opaque,,gloss,Oxidation,Opaque,Gerstley borate	54.88,Talc	14.63,Flint	30.49,Red iron oxide	21.95,,,,,,,,,,
Jade Green,4,Green,,Gloss,Oxidation,,Barium carbonate	20.00,Gerstley borate	10.00,Talc	10.00,Whiting	10.00,Custer feldspar	40.00,Flint	10.00,Copper carbonate	5.00,,,,,,,
Jade Green Base cone 5,5-6,Clear,Untested,,Oxidation,,Potash feldspar	41.00,Strontium carbonate	20.00,EPK	10.00,Flint	10.00,Gerstley borate	10.00,Zinc oxide	9.00,,,,,,,,
Jade Green Matt,5,Opaque Blue Green,Untested,Matte,Oxidation,,Potash spar	40.10,barium carb	20.00,Kaolin	10.10,Flint	10.00,Gerstley borate	10.00,Zinc oxide	9.90,,,,,,,,
Jade Matte,6,Green,Untested,Satin matt,Oxidation,Opaque,Kona F-4 feldspar	40.40,Strontium carbonate	19.90,EPK	10.00,Silica	9.90,Gerstley borate	9.90,Zinc oxide	9.80,,,,,,,,
JDB73,6,orange brown to light tan if thick,,shiny,,,Ferro frit 3110	30.00,Soda feldspar	35.00,Whiting	10.00,Kaolin	10.00,Silica	10.00,Zinc oxide	5.00,Tin oxide	10.00,Iron oxide	4.00,,,,,,
JDB81,6,black,Untested,shiny to semi-matt?,Ox. or Red.,,Potash feldspar	47.06,Dolomite	17.65,Kaolin	11.76,Silica	23.53,Manganese dioxide	3.53,Cobalt carbonate	4.71,Chrome Oxide	1.18,Iron Oxide	1.18,,,,,,
JDB84,6,blue,Untested,shiny,Ox. or Red.,,Potash feldspar	35.71,Whiting	12.24,Zinc oxide	24.49,Silica	22.45,Kaolin	5.10,Cobalt carbonate	1.53,,,,,,,,
JDB84A,6,"dark blue green, darker blue thicker",Untested,"glossy, shiny",Ox. or Red.,,Potash feldspar	35.71,Whiting	12.24,Zinc oxide	24.49,Silica	22.45,Kaolin	5.10,Cobalt carbonate	1.53,Nickel (ox or carb?)	1.53,,,,,,,
Karen's cone 6,6,,,Gloss,Oxidation,,Flint	25.30,Strontium carbonate	4.90,Gerstley borate	21.10,Whiting	1.50,Custer spar	45.00,Grolleg clay	2.10,,,,,,,,
Karen's Glaze,6,Turquoise,,Satin matt,,,Nepheline syenite	40.00,Dolomite	20.00,Flint	20.00,Kaolin	10.00,Bone ash	6.00,Zinc oxide	4.00,Copper carbonate	2.00,,,,,,,
Karen't Starshine Cone 6,6,,,,Oxidation,,K-200 feldspar	46.00,Soda ash	5.00,Gerstley borate	12.00,Whiting	10.00,Barium carbonate	5.00,Lithium carbonate	2.00,Flint	20.00,Bentonite	2.00,Titanium dioxide	4.00,Copper carbonate	5.00,,,,
Karen't Starshine Cone 6 no GB,6,,Untested,,Oxidation,,Soda ash	10.76,Lithium carbonate	2.00,Wollastonite	10.58,Barium carbonate	5.00,Silica	39.42,Frit 3134	20.25,Alumina	8.21,Bentonite	2.00,Titanium dioxide	4.00,Copper carbonate	5.00,,,,
Kemp 1,6 - 7,cream white,Untested,Shiny or Glossy,Ox. or Red.,,Potash feldspar	45.00,Whiting	10.00,Zinc oxide	10.00,Kaolin	10.00,Silica	25.00,,,,,,,,,
Kemp 10,6 - 7,Tan / orange,Untested,Shiny or Glossy,Ox. or Red.,,Potash feldspar	38.18,Zinc oxide	10.91,Kaolin	13.64,Silica	23.64,Whiting	13.64,Chrome Oxide	0.91,Rutile	0.91,,,,,,,
Kemp 11,6 - 7,Turquoise green,Untested,Semi-Matte or Satin,Ox. or Red.,,Barium carbonate	50.00,Spodumene	40.00,Gerstley borate	10.00,Bentonite	3.00,Copper carbonate	3.00,,,,,,,,,
Kemp 12,6 - 7,white,Untested,Semi-Matte or Satin,Ox. or Red.,,Nepheline syenite	37.74,Dolomite	18.87,Bone ash	5.66,Zinc oxide	3.77,Kaolin	12.26,Silica	21.70,,,,,,,,
Kemp 13,6 - 7,Yellow green,Untested,Shiny or Glossy,Ox. or Red.,,Nepheline syenite	38.18,Zinc oxide	10.91,Kaolin	13.64,Silica	23.64,Whiting	13.64,Titanium dioxide	5.00,Chrome Oxide	1.00,,,,,,,
Kemp 14,6 - 7,almost iron red to orange,Untested,,Ox. or Red.,,Soda feldspar	32.50,Silica	24.17,Zinc oxide	8.33,Gerstley borate	8.33,Dolomite	15.83,Bone ash	10.83,Red iron oxide	10.83,,,,,,,
Kemp 15,6 - 7,Pale blue w/ speckles,Untested,dry matt,Ox. or Red.,,Barium carbonate	36.73,Nepheline syenite	59.19,Ball clay	4.08,Cobalt oxide	0.51,,,,,,,,,,
Kemp 16,6 - 7,white breaking to orange,Untested,Shiny or Glossy,Ox. or Red.,,Soda feldspar	45.45,Silica	33.33,Whiting	4.04,Talc	7.07,Kaolin	5.05,Soda ash	5.05,Tin oxide	10.10,,,,,,,
Kemp 17,6 - 7,red / pink to Purple/mauve,,shiny glossy,,,Gerstley borate	21.00,Nepheline syenite	16.00,Kaolin	11.00,Whiting	20.00,Silica	32.00,Tin oxide	5.00,Chrome oxide	0.15,,,,,,,
Kemp 18,6 - 7,pale blue to a turquoise,Untested,dry matt,Ox. or Red.,,Potash feldspar	55.56,Barium carbonate	41.41,Zinc oxide	3.03,Copper carbonate	2.02,,,,,,,,,,
Kemp 19,6 - 7,Mid grey/blue w/ yellow green flecks,Untested,Dry Matte,Ox. or Red.,,Potash feldspar	55.56,Barium carbonate	41.41,Zinc oxide	3.03,Copper carbonate	2.02,Cobalt carbonate	1.01,Rutile	5.05,,,,,,,,
Kemp 2,6 - 7,white,Untested,Semi-Matte or Satin,Ox. or Red.,,Nepheline syenite	25.45,Magnesium carbonate	9.09,Zinc oxide	13.64,Gerstley borate	11.82,Kaolin	7.27,Silica	32.73,,,,,,,,
Kemp 20,6 - 7,pale blue where thin,Untested,Shiny or Glossy,Ox. or Red.,,Barium carbonate	5.05,Gerstley borate	10.10,Magnesium carbonate	5.05,Whiting	11.11,Potash feldspar	16.16,Soda feldspar	16.16,Ball clay	5.05,Silica	31.31,Cobalt carbonate	0.51,Rutile	3.03,,,,
Kemp 3,6 - 7,white w/ yellow patches,Untested,stoney Matte,Ox. or Red.,,Nepheline syenite	33.33,Whiting	33.33,Ball clay	33.33,,,,,,,,,,,
Kemp 4,6 - 7,orange / tan,Untested,Semi-Matte or Satin,Ox. or Red.,,Nepheline syenite	50.00,Dolomite	22.50,Kaolin	15.00,Bone ash	7.50,Lithium carbonate	2.50,Zinc oxide	2.50,Iron Oxide	2.50,Chromium oxide	1.25,,,,,,
Kemp 5,6 - 7,soft green w/ pink flecks,Untested,Shiny or Glossy,Ox. or Red.,,Nepheline syenite	67.00,Dolomite	10.00,Kaolin	8.00,Silica	9.00,Zinc oxide	6.00,Copper carbonate	3.00,,,,,,,,
Kemp 6,6 - 7,Green/ble breaking to pale blue,Untested,Semi-Matte or Satin,Ox. or Red.,,Potash feldspar	35.62,Whiting	26.71,Barium carbonate	12.47,Zinc oxide	0.27,Kaolin	10.69,Zirconium silicate	8.01,Ball clay	4.45,Lithium carbonate	1.78,Copper carbonate	1.34,Manganese dioxide	1.34,Cobalt oxide	0.22,,,
Kemp 7,6 - 7,Pale blue with darker flecks,Untested,Semi-Matte or Satin,Ox. or Red.,,Nepheline syenite	22.35,Wollastonite	22.35,Gerstley borate	20.11,Ball clay	11.17,Barium carbonate	11.17,Zirconium silicate	10.06,Lithium carbonate	2.79,Cobalt oxide	1.12,,,,,,
Kemp 8,6 - 7,dark orange/brown,,Shiny or Glossy,,,Potash feldspar	40.00,Zinc oxide	4.00,Dolomite	3.00,Whiting	15.00,Kaolin	5.00,Silica	33.00,Red iron oxide	4.00,,,,,,,
Kemp 9,6 - 7,strong pink,,Shiny or Glossy,,,Nepheline syenite	34.00,Silica	41.00,Whiting	17.00,Kaolin	8.00,Tin oxide	10.00,Chrome oxide	0.50,,,,,,,,
Kendall Matt,6,tan/orange,,matt,,,Nepheline syenite	66.09,Lithium carbonate	2.91,Whiting	8.74,Talc	11.65,Magnesium carbonate	3.85,Gerstley borate	6.76,Bentonite	3.85,,,,,,,
Klinesville Gold (Jeff Dietrich),6 - 7,,Untested,,Ox. or Red.,,Magnesium carbonate	4.49,Whiting	20.23,Wollastonite	5.62,Nepheline syenite	56.18,Cedar Heights Redart Clay	13.48,Red iron oxide	6.74,Zircopax	12.36,,,,,,,
Lavender Satin,6 - 7,lavender,,satin,,,Flint	29.59,Gerstley borate	21.11,Nepheline syenite	12.32,Talc	11.83,Dolomite	11.83,Kentucky OM #4	8.28,Spodumene	5.03,Cobalt carbonate	2.00,,,,,,
Lewing 5CL,5,clear transparent,Untested,gloss,Ox. or Red.,,Custer feldspar	26.18,Silica	25.28,EPK	14.04,Frit 3134	14.04,Whiting	10.23,Dolomite	5.62,Barium carbonate	4.61,,,,,,,
Lichen Glaze,6,Opaque White,Untested,Texture,Ox. or Red.,,Soda feldspar	30.00,Magnesium carbonate	30.00,Ferro Frit 3134	10.00,Talc	10.00,Kaolin	20.00,,,,,,,,,
Light Blue,"5, 6, 7, 8",,Untested,gloss,Ox. or Red.,,Ferro Frit 3124	75.00,EPK	12.50,Potash feldspar	12.50,Zircopax	25.00,Cobalt carbonate	0.62,,,,,,,,,
Light Peach,6,"pale pink, peach",Untested,?,Ox. or Red.,,Gerstley borate	46.00,EPK	16.00,Silica	38.00,Rutile	10.00,,,,,,,,,,
Lisa's Favorite,6,,Untested,?,Ox. or Red.,,Nepheline syenite	47.30,Gerstley borate	27.00,Silica	20.30,EPK	5.40,Red iron oxide	2.00,Cobalt oxide	1.00,Rutile	4.00,,,,,,,
Lois Marcet,4 - 5,White,Untested,Smooth Satin,Oxidation,,Lepidolite	1200.00,Oxford spar	4000.00,Calcined kaolin	800.00,Whiting	1200.00,Flint	800.00,,,,,,,,,
Lydahl 1,5,,Untested,Satin matt,Ox or Red,,Kona F-4 Spar	53.00,Whiting	6.00,Strontium carbonate	19.00,Frit 3124	5.00,Clay	5.00,Flint	11.00,Copper Carb	2.00,,,,,,,
Lydahl 2,5,white base,Untested,Matt,Oxidation,,Kona F-4 Spar	1778.00,Whiting	445.00,White Lead	3555.00,Kaolin	1334.00,Flint	889.00,,,,,,,,,
Lydahl 2 LEAD,5,white base,Untested,Matt,Oxidation,,Kona F-4 spar	22.20,Whiting	5.60,White lead	44.40,Kaolin	16.70,Flint	11.10,,,,,,,,,
Lydahl 3,5,,Untested,Smooth Dry Matt,Ox or Red,Opaque,Nepheline Sye	50.00,Dolomite	15.00,Whiting	2.00,Zinc oxide	8.00,Clay	15.00,Flint	10.00,,,,,,,,
Majolica c5 version H,5,White,,Waxy,Oxidation,Opaque,Gerstley borate	10.00,Frit 3134	14.00,Custer spar	28.00,Wollastonite	20.00,EPK	28.00,Zircopax	18.07,Bentonite	2.41,,,,,,,
Majolica Cone 5 VersionA,5-6,White,,Semi-gloss,Oxidation,Opaque,Gerstley borate	10.00,Frit 3134	10.00,Custer spar	25.00,Silica	19.00,EPK	18.00,Dolomite	6.00,Wollastonite	12.00,Zircopax	15.00,,,,,,
Majolica cone 6,6,White,,Gloss,Oxidation,Opaque,Gerstley borate	16.50,Nepheline syenite	13.00,EPK	9.10,Whiting	15.60,Flint	25.70,Zircopax	20.00,,,,,,,,
Majolica cone 6 No GB,6,White,,Gloss,Oxidation,Opaque,Whiting	13.40,Custer feldspar	3.50,EPK	7.40,Flint	13.90,Zircopax	20.00,Frit 3124	32.60,,,,,,,,
Majolica Midrange 2,5 - 6,White,Tested,Semi-Gloss,Oxidation,Opaque,Pemco frit P-54	27.30,Nepheline syenite	4.10,Calcined kaolin	8.60,EPK	10.10,Whiting	19.70,Flint	30.10,Zircopax	25.00,,,,,,,
Majolica Midrange 96,5-7,White,Tested,Gloss,Oxidation,Opaque,Gerstley borate	5.30,Nepheline syenite	33.10,EPK	4.60,Dolomite	2.30,Whiting	9.40,Flint	45.30,Zircopax	10.10,Bentonite	3.30,Epsom salts	0.60,,,,,
Majolica Vina's,6,White,,Gloss,Oxidation,Opaque,Kona F-4 feldspar	34.00,Wollastonite	20.00,Kentucky OM #4	10.00,Gerstley borate	16.00,Flint	20.00,Zircopax Plus	15.00,,,,,,,,
Majolica Midrange 96 Revised,5-7,White,Tested,Gloss,Oxidation,Opaque,Dolomite	2.30,Whiting	8.70,Feldspar	35.80,EPK	5.80,Flint	35.70,Frit 3124	10.50,Zircopax	12.00,Bentonite	2.00,Epsom salts	0.60,,,,,
Majolica Rozman,2-4,Clear,,Gloss,Oxidation,Opaque,Whiting	5.00,Frit 3124	40.00,Kona F-4 feldspar	15.00,Nepheline syenite	15.00,EPK	12.00,Flint	13.00,Superpax	12.00,CMC	10.00,,,,,,
Maroon Cyndi's Satin,6,Maroon,,Satin matt,Oxidation,Opaque,Ball clay	20.00,F-4 spar	50.00,Gerstley borate	10.00,Whiting	15.00,Flint	5.00,,,,,,,,,
Mason Stain Mixture,5 - 6,Varies,Untested,Varies,Ox. or Red.,,Mason Stain	60.00,Frit 3124	40.00,,,,,,,,,,,,
Matt Alkaline Base,5-6,White,,Matt,Ox. or Red.,Semi-opaque,Nepheline syenite	30.00,Frit 3110	25.00,Barium carbonate	10.00,Whiting	15.00,EPK	10.00,Flint	10.00,,,,,,,,
Matt base,6,,Untested,waxy matte,ox. or red.,,Neph Syenite	60.00,Barium carbonate	24.00,Lithium carbonate	5.00,EPK	6.00,Flint	5.00,,,,,,,,,
Matt Base 5,5 - 6,SemiOpaque White,Untested,Satin Matte,Ox or Red,,Custer feldspar	40.00,Frit 3124	9.00,Talc	9.00,Whiting	16.00,EPK	10.00,Flint	16.00,,,,,,,,
Matt Base Hatch,6,,,Matt,,,Potash feldspar	40.00,Zinc oxide	15.00,China clay	20.00,Whiting	25.00,,,,,,,,,,
Matt BQ,6,,Untested,matt,oxidation,,Dolomite	10.90,Wollastonite	18.10,Nepheline syenite	36.20,EPK	18.10,Gerstley borate	16.70,,,,,,,,,
Matt Clear,6 - 9,translucent clear,,semi-matte,,,Cornwall Stone	45.05,EPK	19.82,Dolomite	20.72,Whiting	5.41,Talc	9.01,,,,,,,,,
Matt Kendall,6,tan/orange,Untested,matt,reduction,Opaque,Nepheline syenite	66.09,Lithium carbonate	2.91,Whiting	8.74,Talc	11.65,Magnesium carbonate	3.85,Gerstley borate	6.76,Bentonite	3.85,,,,,,,
Matt Mammo,5-6,,,Matt,Oxidation,Opaque,Kona F-4 feldspar	49.00,EPK	20.00,Whiting	4.00,Dolomite	19.00,Gerstley borate	17.00,Zircopax	10.00,,,,,,,,
Matt purple/black,5,purple to black,,matt,,,Albany slip	75.00,Cornwall Stone	25.00,Red iron oxide	25.00,,,,,,,,,,,
Matt Satin VC,5-6,,,Satin matt,Ox. or Red.,,Nepheline syenite	25.00,Frit 3124	25.00,Whiting	20.00,EPK	15.00,Flint	15.00,,,,,,,,,
MATT SOFT ONE,5 - 6,White,,matt,Oxidation,Semi-opaque,Barium carbonate	8.18,Flint	11.82,Gerstley borate	10.00,Kaolin	10.00,Lithium carbonate	4.55,Nepheline syenite	49.09,Zinc oxide	1.82,Cryolite	4.55,Tin oxide	1.82,Zircopax	4.55,,,,
Matt Stoney Base,2-4,White,,Matt,Oxidation,Opaque,Whiting	20.00,Frit 3124	20.00,Tin oxide	30.00,EPK	15.00,Flint	15.00,,,,,,,,,
Matt Stony,6,,,Matt,Oxidation,Opaque,Gerstley borate	10.00,EPK	20.00,Zinc oxide	30.00,Dolomite	20.00,Kona F-4 feldspar	30.00,,,,,,,,,
Matt Super Dry,6,Green,,Matt,Ox. or Red.,Opaque,Nepheline syenite	60.00,Strontium carbonate	15.00,Calcined kaolin	8.00,Flint	6.00,Lithium carbonate	6.00,Gerstley borate	5.00,Copper carbonate	3.00,,,,,,,
Matt Super Dry no GB,6,Green,,Matt,Ox. or Red.,Opaque,Nepheline syenite	58.50,Strontium carbonate	14.80,Lithium carbonate	5.90,Kaolin	7.90,Flint	2.60,Frit 3195	9.30,Copper carbonate	3.00,,,,,,,
Matt V.C.  3,5 - 6,Clear,Untested,Satin Matt,Ox or Red,Translucent,Custer feldspar	52.00,Whiting	19.00,Zinc oxide	9.00,EPK	14.00,Flint	6.00,,,,,,,,,
Matt V.C. Polished,5 - 6,Clear,Untested,Satin matt,Ox or Red,Opaque,Kona F-4 feldspar	20.00,Custer feldspar	20.00,Spodumene	20.00,Dolomite	20.00,Whiting	5.00,Kaolin	15.00,Tin oxide	6.00,,,,,,,
Matt Val's KK Revised True,6,Clear,,Satin matt,Oxidation,Semi-opaque,Magnesium carbonate	2.90,Whiting	22.30,Nepheline syenite	22.60,EPK	25.30,Flint	15.00,Frit 3124	11.70,,,,,,,,
Matt Val's KK Revised True Revised,6,Clear,,Satin matt,Oxidation,Semi-opaque,Dolomite	6.10,Whiting	19.20,Custer feldspar	32.50,Calcined kaolin	9.10,Kaolin - theoretical	15.90,Silica	9.80,Frit 3134	7.50,,,,,,,
Matte 1213P Calcium,5,,Untested,matte,Ox. or Red.,,Wollastonite	33.88,Ferro Frit 3134	21.10,Kaolin	45.01,,,,,,,,,,,
Matte Black,6,black,,matte,,,Alberta slip	70.00,Ferro frit 3124	20.00,Wollastonite	10.00,Rutile	5.00,Mason Stain 6600	5.00,Bentonite	2.00,,,,,,,,
Matte Deep Mauve,6,Lavender,,Satin matt,Oxidation,,Custer feldspar	48.00,Barium carbonate	25.00,Zinc oxide	15.00,Silica	6.00,Whiting	6.00,Bentonite	2.00,Green nickel oxide	2.00,,,,,,,
Matte Kathy King Satin,6,,,Satin matt,Oxidation,,Gerstley borate	2.90,Magnesium carb	2.90,Whiting	22.40,Nepheline syenite	22.70,EPK	20.30,Flint	20.00,Frit 3124	8.80,,,,,,,
matte original c6,6,,,matte,oxidation,,F-4 feldspar	45.00,Whiting	18.00,Kentucky OM #4	25.00,Zinc oxide	12.00,,,,,,,,,,
Matte Robert Silverman,6,Green,,Matt,Oxidation,Opaque,Nepheline syenite	57.10,Strontium carbonate	10.50,Barium carbonate	10.50,Lithium carbonate	4.80,Spodumene	4.80,Ball clay	7.60,Flint	4.80,Copper carbonate	2.00,Chromium oxide	3.00,,,,,
Matte Val's Awsome KK Revised,6,,Tested,Matt,Oxidation,,Gerstley borate	2.90,Magnesium carb	2.90,Whiting	22.40,Nepheline syenite	22.70,EPK	25.30,Flint	15.00,Frit 3124	8.80,,,,,,,
Matte White,6,very white,,matt,,,Nepheline syenite	38.70,Wollastonite	15.20,Barium carbonate	15.20,Silica	10.50,EPK	10.20,Gerstley borate	10.20,,,,,,,,
metallic black,6,metallic black,,shiny glossy,,,Spodumene	50.00,Gerstley borate	25.00,Flint	25.00,Black iron oxide	10.00,Cobalt oxide	2.00,Copper carbonate	4.00,,,,,,,,
metallic black,6,metallic black,,shiny glossy,,,Spodumene	50.00,Gerstley borate	25.00,Flint	25.00,Black iron oxide	10.00,Cobalt oxide	2.00,Copper carbonate	4.00,,,,,,,,
Metallic Matt Black,6 - 9,Opaque metallic Black,,Matte,,,Wood ash	25.00,Nepheline syenite	37.50,Talc	18.75,Ball clay	18.75,Iron oxide	2.50,Black copper oxide	3.75,Cobalt oxide	2.92,,,,,,,
Metallic Pewter Luster,6,Metallic pewter,,Satin matt,Oxidation,Opaque,China clay	100.00,Copper oxide	66.00,Manganese dioxide	300.00,,,,,,,,,,,
Mexico Point Green,6,green,,matt,,,Soda feldspar	42.50,Spodumene	17.50,Pioneer kaolin	7.50,Dolomite	17.50,Gerstley borate	15.00,Zircopax	25.00,Copper carbonate	3.12,Bentonite	1.25,,,,,,
Midnight Blue,5 - 8,,Untested,,Ox. or Red.,,Feldspar	44.00,Whiting	17.00,Ball clay	8.00,China clay	9.00,Silica	22.00,,,,,,,,,
Mirror Black,6,mirror black,,gloss,,,Custer feldspar	38.18,Zinc oxide	10.91,EPK	13.64,Silica	23.64,Whiting	13.64,Red iron oxide	7.27,Cobalt carbonate	1.82,,,,,,,
MME,6,Pale pink,,Semi matt,,,Potash feldspar	28.18,Whiting	18.18,Talc	9.09,Kaolin	26.36,Silica	9.09,Zinc oxide	9.09,Tin oxide	4.55,Chrome oxide	1.82,,,,,,
MMI,6,apricot/beige,,Semi matt,,,Potash feldspar	28.18,Whiting	18.18,Talc	9.09,Kaolin	26.36,Silica	9.09,Zinc oxide	9.09,Chrome oxide	1.82,Cobalt carbonate	0.23,,,,,,
MMM,6,apricot/tan,Untested,Semi matt,oxidation,,Potash feldspar	28.18,Whiting	18.18,Talc	9.09,Kaolin	26.36,Silica	9.09,Zinc oxide	9.09,Iron oxide	0.45,Chrome oxide	1.82,,,,,,
MMN,6,off white,,Semi matt,,,Potash feldspar	28.18,Whiting	18.18,Talc	9.09,Kaolin	26.36,Silica	9.09,Zinc oxide	9.09,Tin oxide	4.55,Manganese dioxide	0.91,,,,,,
MMO,6,pale yellow,Untested,?,oxidation,,Potash feldspar	28.18,Whiting	18.18,Talc	9.09,Kaolin	26.37,Silica	9.09,Zinc oxide	9.09,Tin oxide	4.55,Praseodymium	7.27,,,,,,
Mt St Helens Almond,6,yellowish,Untested,?,oxidation,,Custer feldspar	40.00,Zinc oxide	8.60,Whiting	14.90,EPK	11.80,Flint	4.70,Mount St. Helens Volcanic	20.00,Rutile	8.00,,,,,,,
Mt. St. Helens Blue,6,blue,Untested,?,oxidation,,Custer feldspar	39.59,Flint	5.35,Whiting	14.08,EPK	11.57,Zinc oxide	8.17,Dolomite	0.44,Colemanite	0.88,Mount St. Helens Volcanic Ash	19.92,Cobalt oxide	0.10,,,,,
Mud Crack,3,,Untested,,oxidation,,Magnesium carbonate	50.00,Nepheline syenite	20.00,Ferro Frit 3134	20.00,Gerstley borate	10.00,,,,,,,,,,
Name 1,5 - 6,,Untested,,Ox or Red,,Frit 3124	60.00,Gerstley borate	10.00,Flint	10.00,EPK	10.00,Whiting	10.00,,,,,,,,,
Name 2,5 - 6,,Untested,,Ox or Red,,Nepheline Sye	4000.00,Barium carbonate	800.00,Frit 3124	400.00,Whiting	400.00,Petalite	400.00,EPK	800.00,Flint	1200.00,,,,,,,
Name 3,5 - 6,Bright Yellow,Untested,Glossy,Oxidation,,Gerstley borate	4000.00,Barnard clay	2000.00,EPK	2000.00,,,,,,,,,,,
Name 4,5 - 6,,Untested,Glossy,Ox or Red,,Gerstley borate	4000.00,Albany	2000.00,EPK	2000.00,,,,,,,,,,,
NDVC,5 - 6,Semi-opaque greyish breaks white,Untested,Satin matt,Reduction,,Spodumene	40.00,Frit 3110	6.00,Dolomite	12.00,Whiting	14.00,EPK	12.00,Flint	16.00,,,,,,,,
new glaze,,,,,,,,,,,,,,,,,,,,
No. 92,4 - 6,,Untested,Glossy or shiny,Oxidation,Transparent to semi-opaque,Frit 3304	29.00,Frit 3124	22.00,Custer feldspar	18.00,Whiting	12.00,Georgia kaolin	8.00,Flint	11.00,,,,,,,,
No. 98,4 - 6,,Untested,Gloss,Ox. or Red.,Translucent,Gerstley borate	21.00,Zinc oxide	3.00,Barium carbonate	9.00,Custer feldspar	37.00,Georgia kaolin	9.00,Flint	21.00,Zircopax	1.50,Iron oxide	1.50,Milled Ilmenite	1.50,,,,,
Nutmeg Richard Busch's,6,Orange,,Waxy,Oxidation,Opaque,Spodumene	23.30,Dolomite	23.30,Kentucky OM #4	23.30,Silica	23.30,Frit 3134	6.80,Red iron oxide	1.07,Yellow ochre	3.24,Tin oxide	4.85,Bentonite	2.00,,,,,
Oatmeal Pike's,6,Tan,,Satin matt,,Opaque,Custer feldspar	37.30,Colemanite	12.70,Dolomite	6.40,Talc	13.60,Kaolin	4.50,Silica	22.70,Zinc oxide	2.70,,,,,,,
Off-White Gloss,6,,,Gloss,Oxidation,Opaque,F-4 spar	45.00,Flint	24.00,Gerstley borate	13.30,Whiting	8.30,Dolomite	6.40,Zinc oxide	4.00,EPK	2.50,,,,,,,
Oil Spot,5 - 9,black,,glossy,oxidation,,EPK	4.91,Feldspar	78.86,Whiting	5.48,Gerstley borate	10.75,Copper carbonate	4.13,Manganese dioxide	4.13,Cobalt oxide	2.07,,,,,,,
